04/21/2021 08:55:05 PM Transfer{transferId=1, transferTypeID=0, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=10}
04/22/2021 02:46:49 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:46:49 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:46:49 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:46:49 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:46:49 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:46:49 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:46:49 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:46:49 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:46:49 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:46:49 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:46:49 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:46:49 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:46:49 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:53:26 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:53:26 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:53:26 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:53:26 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:53:26 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:53:26 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:53:26 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:53:26 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:53:26 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:53:26 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:53:26 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:53:26 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:53:26 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:53:26 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:53:26 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:56:55 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:56:55 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:56:55 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:56:55 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:56:55 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:56:55 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:56:55 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:56:55 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:56:55 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:56:55 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:56:55 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:56:55 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:56:55 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:56:55 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:56:55 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:57:25 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:57:25 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:57:25 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:57:25 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:57:25 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:57:25 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:57:25 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:57:25 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:57:25 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:57:25 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:57:25 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:57:25 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:57:25 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:57:25 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:57:25 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 02:58:34 PM Account{accountId=2001, userId=1001, balance=676.00}
04/22/2021 02:58:34 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:58:34 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 02:58:34 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:58:34 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:58:34 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:58:34 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:58:34 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:58:34 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:58:34 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 02:58:34 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:58:34 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 02:58:34 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 02:58:34 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 02:58:34 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 03:15:31 PM Transfer{transferId=1, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=50}
04/22/2021 03:15:36 PM Account{accountId=2001, userId=1001, balance=626.00}
04/22/2021 03:15:36 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 03:15:36 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 03:15:36 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:15:36 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:15:36 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:15:36 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:15:36 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:15:36 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:15:36 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:15:36 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 03:15:36 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 03:15:36 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 03:15:36 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 03:15:36 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 03:15:36 PM Transfer{transferId=3033, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=50.00}
04/22/2021 03:56:19 PM Account{accountId=2001, userId=1001, balance=626.00}
04/22/2021 03:56:19 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 03:56:19 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 03:56:19 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:56:19 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:56:19 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:56:19 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:56:19 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:56:19 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:56:19 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:56:19 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 03:56:19 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 03:56:19 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 03:56:19 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 03:56:19 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 03:56:19 PM Transfer{transferId=3033, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=50.00}
04/22/2021 03:57:13 PM Transfer{transferId=1, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2004, amount=362}
04/22/2021 03:57:16 PM Account{accountId=2001, userId=1001, balance=264.00}
04/22/2021 03:57:16 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 03:57:16 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 03:57:16 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:57:16 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:57:16 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:57:16 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:57:16 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:57:16 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:57:16 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 03:57:16 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 03:57:16 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 03:57:16 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 03:57:16 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 03:57:16 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 03:57:16 PM Transfer{transferId=3033, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=50.00}
04/22/2021 03:57:16 PM Transfer{transferId=3034, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2004, amount=362.00}
04/22/2021 04:03:09 PM Account{accountId=2001, userId=1001, balance=264.00}
04/22/2021 04:03:09 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 04:03:09 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 04:03:09 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:03:09 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:03:09 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:03:09 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:03:09 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:03:09 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:03:09 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:03:09 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 04:03:09 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 04:03:09 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 04:03:09 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 04:03:09 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 04:03:09 PM Transfer{transferId=3033, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=50.00}
04/22/2021 04:03:09 PM Transfer{transferId=3034, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2004, amount=362.00}
04/22/2021 04:04:01 PM Account{accountId=2001, userId=1001, balance=264.00}
04/22/2021 04:04:01 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 04:04:01 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 04:04:01 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:04:01 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:04:01 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:04:01 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:04:01 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:04:01 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:04:01 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:04:01 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 04:04:01 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 04:04:01 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 04:04:01 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 04:04:01 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 04:04:01 PM Transfer{transferId=3033, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=50.00}
04/22/2021 04:04:01 PM Transfer{transferId=3034, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2004, amount=362.00}
04/22/2021 04:05:10 PM Account{accountId=2001, userId=1001, balance=264.00}
04/22/2021 04:05:10 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 04:05:10 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 04:05:10 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:05:10 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:05:10 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:05:10 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:05:10 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:05:10 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:05:10 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:05:10 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 04:05:10 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 04:05:10 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 04:05:10 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 04:05:10 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 04:05:10 PM Transfer{transferId=3033, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=50.00}
04/22/2021 04:05:10 PM Transfer{transferId=3034, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2004, amount=362.00}
04/22/2021 04:05:31 PM Account{accountId=2003, userId=1003, balance=1175.00}
04/22/2021 04:05:31 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 04:05:31 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 04:05:31 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 04:06:16 PM Account{accountId=2007, userId=1007, balance=1000.00}
04/22/2021 04:08:03 PM Account{accountId=2007, userId=1007, balance=1000.00}
04/22/2021 04:08:21 PM Account{accountId=2001, userId=1001, balance=264.00}
04/22/2021 04:08:21 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 04:08:21 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 04:08:21 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:08:21 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:08:21 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:08:21 PM Transfer{transferId=3015, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:08:21 PM Transfer{transferId=3016, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:08:21 PM Transfer{transferId=3017, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:08:21 PM Transfer{transferId=3018, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 04:08:21 PM Transfer{transferId=3019, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 04:08:21 PM Transfer{transferId=3029, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=111.00}
04/22/2021 04:08:21 PM Transfer{transferId=3030, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=75.00}
04/22/2021 04:08:21 PM Transfer{transferId=3031, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=99.00}
04/22/2021 04:08:21 PM Transfer{transferId=3032, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2003, amount=100.00}
04/22/2021 04:08:21 PM Transfer{transferId=3033, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2002, amount=50.00}
04/22/2021 04:08:21 PM Transfer{transferId=3034, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2004, amount=362.00}
04/22/2021 05:49:40 PM Transfer{transferId=1, transferTypeId=2, transferStatusId=2, accountFrom=2001, accountTo=2008, amount=64}
04/22/2021 05:49:58 PM Account{accountId=2001, userId=1001, balance=200.00}
04/22/2021 05:49:58 PM Transfer{transferId=3003, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 05:49:58 PM Transfer{transferId=3010, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=20.00}
04/22/2021 05:49:58 PM Transfer{transferId=3012, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 05:49:58 PM Transfer{transferId=3013, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
04/22/2021 05:49:58 PM Transfer{transferId=3014, transferTypeId=1, transferStatusId=1, accountFrom=2001, accountTo=2002, amount=30.00}
